brand,model,version,price,caractéristiques_disponibilité,caractéristiques_carrosserie,caractéristiques_garantie,caractéristiques_nombre_de_places,caractéristiques_nombre_de_portes,motorisation_nombre_de_cylindres,motorisation_energie,motorisation_puissance_fiscale,motorisation_puissance_(ch.din),transmission_boîte,transmission_nombre_de_rapports,transmission_transmission,consommation_consommation_mixte,aides_à_la_conduite_aide_au_stationnement,equipements_extérieurs_jantes,audio_et_communication_ecran_central,equipements_intérieurs_sellerie,equipements_intérieurs_volant,equipements_intérieurs_toit,equipements_fonctionnels_frein_de_stationnement,equipements_fonctionnels_modes_de_conduite,performances_autonomie_électrique_(wltp),consommation_consommation_électrique_(wltp),consommation_temps_de_recharge_normale_(ac),consommation_temps_de_recharge_rapide_(dc)
Kia,KIA Sportage,1.6 l T-GDI 7-DCT EX,140 980 DT,Disponible,SUV,5 ans,5,5,4,Essence,10 CV,180 CH,Automatique,7,Traction,6.3 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 17'',Tactile | 8 pouces,Cuir/Tissu,Cuir | Chauffant | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco,,,,
Kia,KIA Sportage,1.6 l T-GDI 7-DCT SX,152 980 DT,Disponible,SUV,5 ans,5,5,4,Essence,10 CV,180 CH,Automatique,7,Traction,6.3 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 19'',Tactile | 8 pouces,Cuir,Cuir | Chauffant | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco,,,,
Kia,KIA Sportage Hybride,1.6 l T-GDI 4x2 GT-Line,174 980 DT,Disponible,SUV,5 ans,5,5,4,Essence | Hybride,10 CV,230 CH,Automatique,6,Traction,5.5 L/100 km,Radar de recul | Radar avant | Caméra de recul | Détection du trafic en marche arrière,En aluminium | 18'',Tactile | 12.3 pouces,Cuir | Suède,Cuir | Chauffant | Multi-fonctions | Sport | Avec palettes,Ouvrant | Panoramique,Éléctrique,Sport | Eco,,,,
Kia,KIA Sportage Hybride,1.6 l T-GDI 4x4 GT-Line,189 980 DT,Disponible,SUV,5 ans,5,5,4,Essence | Hybride,10 CV,230 CH,Automatique,6,Intégrale,6.2 L/100 km,Radar de recul | Radar avant | Caméra de recul | Détection du trafic en marche arrière,En aluminium | 18'',Tactile | 12.3 pouces,Cuir | Suède,Cuir | Chauffant | Multi-fonctions | Sport | Avec palettes,Ouvrant | Panoramique,Éléctrique,Sport | Eco,,,,
Kia,KIA EV3,58.3 kWh Air,104 980 DT,Disponible,SUV,5 ans | Batterie garantie 8 ans,5,5,,Electrique,4 CV,204 CH,Automatique,,Traction,,Radar de recul | Radar avant | Caméra de recul,En aluminium | 17'',Tactile | 12.3 pouces,Tissu,Multi-fonctions | Avec palettes | Cuir artificiel,,Éléctrique | EPB,Normal | Sport | Eco,436 km,11.2 kWh/100 km,5 heures,35 minutes
Kia,KIA EV3,81.4 kWh Earth,129 980 DT,Disponible,SUV,5 ans | Batterie garantie 8 ans,5,5,,Electrique,4 CV,204 CH,Automatique,,Traction,,Radar de recul | Radar avant | Caméra de recul,En aluminium | 17'',Tactile | 12.3 pouces,Cuir artificiel,Multi-fonctions | Avec palettes | Cuir artificiel,Ouvrant | Panoramique,Éléctrique | EPB,Normal | Sport | Eco,605 km,11.7 kWh/100 km,7 heures,49 minutes
Kia,KIA EV3,81.4 kWh Earth Plus,139 980 DT,Disponible,SUV,5 ans | Batterie garantie 8 ans,5,5,,Electrique,4 CV,204 CH,Automatique,,Traction,,Radar de recul | Radar avant | Système de caméras 360 | Stationnement intelligent à distance,En aluminium | 19'',Tactile | 12.3 pouces,Cuir artificiel,Chauffant | Multi-fonctions | Avec palettes | Cuir artificiel,Ouvrant | Panoramique,Éléctrique | EPB,Normal | Sport | Eco,563 km,12.4 kWh/100 km,7 heures,49 minutes
Kia,KIA EV3,81.4 kWh GT-Line,149 980 DT,Disponible,SUV,5 ans | Batterie garantie 8 ans,5,5,,Electrique,4 CV,204 CH,Automatique,,Traction,,Radar de recul | Radar avant | Système de caméras 360 | Stationnement intelligent à distance,En aluminium | 19'',Tactile | 12.3 pouces,Cuir artificiel,Chauffant | Multi-fonctions | Avec palettes | Cuir artificiel,Ouvrant | Panoramique,Éléctrique | EPB,Normal | Sport | Eco,563 km,12.4 kWh/100 km,7 heures,49 minutes
Kia,KIA EV6,Standard Range GT-Line,179 980 DT,Disponible,SUV,5 ans | Batterie garantie 8 ans,5,5,,Electrique,3 CV,170 CH,Automatique,,Propulsion,,Radar de recul | Radar avant | Système de caméras 360 | Détection du trafic en marche arrière | Stationnement intelligent à distance,En aluminium | 19'' | Bi-ton,Tactile | 12.3 pouces,Suédine | Cuir artificiel,Chauffant | Multi-fonctions | Avec palettes | Cuir artificiel,Ouvrant | En verre,Éléctrique | EPB,Normal | Sport | Eco,394 km,16.6 kWh/100 km,6 heures,18 minutes
Kia,KIA EV6,Long Range GT-Line,199 980 DT,Disponible,SUV,5 ans | Batterie garantie 8 ans,5,5,,Electrique,4 CV,229 CH,Automatique,,Propulsion,,Radar de recul | Radar avant | Système de caméras 360 | Détection du trafic en marche arrière | Stationnement intelligent à distance,En aluminium | 20'' | Bi-ton,Tactile | 12.3 pouces,Suédine | Cuir artificiel,Chauffant | Multi-fonctions | Avec palettes | Cuir artificiel,Ouvrant | En verre,Éléctrique | EPB,Normal | Sport | Eco,504 km,17.2 kWh/100 km,7.4 heures,18 minutes
Kia,KIA EV6,Dual Power 4WD GT-Line,239 980 DT,Disponible,SUV,5 ans | Batterie garantie 8 ans,5,5,,Electrique,6 CV,325 CH,Automatique,,Intégrale,,Radar de recul | Radar avant | Système de caméras 360 | Détection du trafic en marche arrière | Stationnement intelligent à distance,En aluminium | 20'' | Bi-ton,Tactile | 12.3 pouces,Suédine | Cuir artificiel,Chauffant | Multi-fonctions | Avec palettes | Cuir artificiel,Ouvrant | En verre,Éléctrique | EPB,Normal | Sport | Eco,484 km,18 kWh/100 km,7.4 heures,18 minutes
Kia,KIA EV6 GT,KIA EV6 GT,,En pré-commande,SUV,5 ans | Batterie garantie 8 ans,5,5,,Electrique,11 CV,585 CH,Automatique,,Intégrale,,Radar de recul | Radar avant | Système de caméras 360 | Détection du trafic en marche arrière | Stationnement intelligent à distance,En aluminium | 21'' | Bi-ton,Tactile | 12.3 pouces,Suédine | Cuir artificiel,Chauffant | Multi-fonctions | Avec palettes | Cuir artificiel,Ouvrant | En verre,Éléctrique | EPB,Normal | Eco | GT,424 km,20.6 kWh/100 km,7.3 heures,18 minutes
Kia,KIA EV9,99.8 kWh GT-Line 7 places,299 980 DT,Disponible,SUV,5 ans | Batterie garantie 8 ans,7,5,,Electrique,7 CV,385 CH,Automatique,,Intégrale,,Radar de recul | Radar avant | Système de caméras 360 | Détection du trafic en marche arrière | Stationnement intelligent à distance,En aluminium | 21'',Tactile | 12.3 pouces,Cuir artificiel,Chauffant | Multi-fonctions | Réglage électrique | Avec palettes | Cuir artificiel,Ouvrant | Panoramique,Éléctrique | EPB,Normal | Sport | Eco,485 km,22.8 kWh/100 km,7.4 heures,18 minutes
Kia,KIA EV9,99.8 kWh GT-Line 6 places,304 980 DT,Disponible,SUV,5 ans | Batterie garantie 8 ans,6,5,,Electrique,7 CV,385 CH,Automatique,,Intégrale,,Radar de recul | Radar avant | Système de caméras 360 | Détection du trafic en marche arrière | Stationnement intelligent à distance,En aluminium | 21'',Tactile | 12.3 pouces,Cuir artificiel,Chauffant | Multi-fonctions | Réglage électrique | Avec palettes | Cuir artificiel,Ouvrant | Panoramique,Éléctrique | EPB,Normal | Sport | Eco,485 km,22.8 kWh/100 km,7.4 heures,18 minutes
Kia,KIA Sorento Hybride,KIA Sorento Hybride,,Sur arrivage,SUV,5 ans,7,5,4,Essence | Hybride,10 CV,235 CH,Automatique,6,Intégrale,6.1 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Détection du trafic en marche arrière | Stationnement intelligent à distance,En aluminium | 19'',Tactile | 12.3 pouces,Cuir | Nappa,Cuir | Chauffant | Multi-fonctions | Réglage électrique | Avec palettes,Ouvrant | Panoramique | En verre,Éléctrique | EPB,Sport | Eco | Smart | Boue | Sable | Neige,,,,
Land-Rover,Discovery Sport,Discovery Sport,,Disponible,SUV,5 ans ou 150000 km,5,5,3,Essence | Hybride rechargeable,11 CV,309 CH,Automatique,8,Intégrale,1.6 L/100 km,Caméra de recul,En aluminium | 19'',Tactile | 13.1 pouces,Cuir | Ebony,Multi-fonctions | Réglage électrique,,Éléctrique,,62 km,,2.1 heures,
Land-Rover,Defender 110,2.0 L P400e PHEV S,299 000 DT,Sur commande,SUV,5 ans ou 150000 km,5,5,4,Essence | Hybride rechargeable,19 CV,404 CH,Automatique,8,Intégrale,3.1 L/100 km,,En aluminium | 19'',Tactile | 13.1 pouces,Ebony | Resist,Multi-fonctions | Dinamica,,Éléctrique,,44 km,,2 heures,
Land-Rover,Defender 110,2.0 L P400e PHEV X-Dynamic SE,319 800 DT,Sur commande,SUV,5 ans ou 150000 km,5,5,4,Essence | Hybride rechargeable,19 CV,404 CH,Automatique,8,Intégrale,3.1 L/100 km,,En aluminium | 20'',Tactile | 13.1 pouces,Ebony | Resist,Multi-fonctions | Dinamica,,Éléctrique,,44 km,,2 heures,
Land-Rover,Defender 110,2.0 L P400e PHEV X-Dynamic HSE,339 000 DT,Sur commande,SUV,5 ans ou 150000 km,5,5,4,Essence | Hybride rechargeable,19 CV,404 CH,Automatique,8,Intégrale,3.1 L/100 km,,En aluminium | 20'',Tactile | 13.1 pouces,Windsor | Ebony | Cuir étendu,Cuir | Multi-fonctions | Réglage électrique,,Éléctrique,,44 km,,2 heures,
Land-Rover,Defender 110,2.0 L P400e PHEV X,365 000 DT,Sur commande,SUV,5 ans ou 150000 km,5,5,4,Essence | Hybride rechargeable,19 CV,404 CH,Automatique,8,Intégrale,3.1 L/100 km,Détection du trafic en marche arrière,"En aluminium | 22""",Tactile | 13.1 pouces,Cuir | Windsor | Ebony | Kvadrat,Cuir | Multi-fonctions | Réglage électrique,Ouvrant | Panoramique,Éléctrique,,44 km,,2 heures,
Land-Rover,Defender 110,3.0 L P400 X-Dynamic SE,551 000 DT,Disponible,SUV,5 ans ou 150000 km,5,5,4,Essence | Hybride léger,29 CV,400 CH,Automatique,8,Intégrale,10.7 L/100 km,Détection du trafic en marche arrière | Caméra panoramique 3D | Détecteurs d'obstacles à 360°,En aluminium | 19'',Tactile | 11.4 pouces,Ebony | Resist,Multi-fonctions | Dinamica,Ouvrant | Panoramique,Éléctrique,,,,,
Land-Rover,Range Rover Evoque,1.5 l P300e PHEV S,225 000 DT,Sur commande,SUV,5 ans ou 150000 km,5,5,3,Essence | Hybride rechargeable,11 CV,309 CH,Automatique,8,Intégrale,1.4 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 18'',Tactile | 11.4 pouces,Ebony | Cuir grainé,Multi-fonctions | Avec palettes,,Éléctrique,,66 km,,2.1 heures,
Land-Rover,Range Rover Evoque,1.5 l P300e PHEV Dynamic SE,239 000 DT,Sur commande,SUV,5 ans ou 150000 km,5,5,3,Essence | Hybride rechargeable,11 CV,309 CH,Automatique,8,Intégrale,1.4 L/100 km,Radar de recul | Radar avant | Détection du trafic en marche arrière | Caméra panoramique 3D,En aluminium | 19'',Tactile | 11.4 pouces,Dynamic | Ebony | Cuir grainé,Multi-fonctions | Avec palettes,,Éléctrique,,66 km,,2.1 heures,
Land-Rover,Range Rover Evoque,2.0 l D163 Dynamic SE +,367 000 DT,Sur commande,SUV,5 ans ou 150000 km,5,5,4,Diesel,8 CV,163 CH,Automatique,9,Intégrale,5.4 L/100 km,Radar de recul | Radar avant | Caméra de recul | Détection du trafic en marche arrière,En aluminium | 19'',Tactile | 11.4 pouces,Cuir | Ebony,Multi-fonctions | Avec palettes,Ouvrant | Panoramique,Éléctrique,,,,,
Land-Rover,Range Rover Velar,Range Rover Velar,,Sur commande,SUV,5 ans ou 150000 km,5,5,4,Essence,15 CV,250 CH,Automatique,8,Intégrale,7.7 L/100 km,Radar de recul | Radar avant | Détection du trafic en marche arrière | Caméra panoramique 3D,En aluminium | 20'',Tactile,Cuir | Ebony,Multi-fonctions,Panoramique,Éléctrique,,,,,
Land-Rover,Range Rover Sport,3.0 L P460 PHEV S,399 000 DT,Sur commande,SUV,5 ans ou 150000 km,5,5,6,Essence | Hybride rechargeable,25 CV,460 CH,Automatique,8,Intégrale,0.8 L/100 km,Radar de recul | Radar avant | Détection du trafic en marche arrière | Caméra panoramique 3D,En aluminium | 20'',Tactile | 13.1 pouces,Ebony | Cuir grainé,Cuir | Multi-fonctions | Avec palettes,,Éléctrique,,123 km,,,
Land-Rover,Range Rover Sport,3.0 L P460 PHEV SE,424 900 DT,Sur commande,SUV,5 ans ou 150000 km,5,5,6,Essence | Hybride rechargeable,25 CV,460 CH,Automatique,8,Intégrale,0.8 L/100 km,Radar de recul | Radar avant | Détection du trafic en marche arrière | Caméra panoramique 3D,En aluminium | 21'',Tactile | 13.1 pouces,Cuir perforé | Windsor | Ebony | Cuir étendu,Cuir | Multi-fonctions | Avec palettes,,Éléctrique,,123 km,,,
Land-Rover,Range Rover Sport,3.0 L P460 PHEV Dynamic SE,437 500 DT,Sur commande,SUV,5 ans ou 150000 km,5,5,6,Essence | Hybride rechargeable,25 CV,460 CH,Automatique,8,Intégrale,0.8 L/100 km,Radar de recul | Radar avant | Détection du trafic en marche arrière | Caméra panoramique 3D,En aluminium | 21'',Tactile | 13.1 pouces,Cuir perforé | Windsor | Ebony | Cuir étendu,Cuir | Multi-fonctions | Avec palettes,,Éléctrique,,123 km,,,
Land-Rover,Range Rover Sport,3.0 L P460 PHEV Dynamic HSE,469 900 DT,Sur commande,SUV,5 ans ou 150000 km,5,5,6,Essence | Hybride rechargeable,25 CV,460 CH,Automatique,8,Intégrale,0.8 L/100 km,Radar de recul | Radar avant | Parkassist | Détection du trafic en marche arrière | Caméra panoramique 3D,"En aluminium | 22""",Tactile | 13.1 pouces,Cuir perforé | Semi aniline | Ebony | Cuir étendu,Cuir | Multi-fonctions | Avec palettes,,Éléctrique,,123 km,,,
Land-Rover,Range Rover Sport,3.0 L P460 PHEV Autobiography,501 000 DT,Sur commande,SUV,5 ans ou 150000 km,5,5,6,Essence | Hybride rechargeable,25 CV,460 CH,Automatique,8,Intégrale,0.8 L/100 km,Radar de recul | Radar avant | Parkassist | Détection du trafic en marche arrière | Caméra panoramique 3D,"En aluminium | 22""",Tactile | 13.1 pouces,Cuir perforé | Semi aniline | Ebony | Cuir étendu,Cuir | Multi-fonctions | Avec palettes,,Éléctrique,,123 km,,,
Land-Rover,Range Rover,Range Rover,,Sur commande,SUV,5 ans ou 150000 km,5,5,6,Essence | Hybride rechargeable,28 CV,460 CH,Automatique,8,Intégrale,0.8 L/100 km,Radar de recul | Radar avant | Parkassist | Détection du trafic en marche arrière | Caméra panoramique 3D,En aluminium | 21'',Tactile | 13.1 pouces,Cuir perforé | Windsor | Ebony | Cuir étendu,Multi-fonctions | Cuir pleine fleur,Panoramique,Éléctrique,,121 km,,,
Lynk-Co,Lynk & Co 01,Lynk & Co 01,,En pré-commande,SUV,5 ans ou 150000 km | Batterie garantie 8 ans ou 200.000 km,5,5,4,Essence | Hybride rechargeable,7 CV,276 CH,Automatique,,Traction,0.9 L/100 km,Radar de recul | Radar avant | Système de caméras 540°,En aluminium | 19'',Tactile | 15.4 pouces,Similicuir,Similicuir | Chauffant | Multi-fonctions,Ouvrant | Panoramique,Éléctrique | EPB,Power | Pure | Hybride,75 km,,2.1 heures,
Lynk-Co,Lynk & Co 02,Lynk & Co 02,,En pré-commande,SUV,5 ans ou 150000 km | Batterie garantie 8 ans ou 200.000 km,5,5,,Electrique,5 CV,272 CH,Automatique,,Propulsion,,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 19'',Tactile | 15.4 pouces,Similicuir,Similicuir | Multi-fonctions,Panoramique,Éléctrique | EPB,Confort | Sport | Eco,435 km,17.6 kWh/100 km,4.2 heures,31 minutes
Lynk-Co,Lynk & Co 08,Lynk & Co 08,,En pré-commande,SUV,5 ans ou 150000 km | Batterie garantie 8 ans ou 150000 km,5,5,4,Essence | Hybride rechargeable,7 CV,345 CH,Automatique,,Traction,0.9 L/100 km,Radar de recul | Radar avant | Système de caméras 540°,En aluminium | 19'',Tactile | 15.4 pouces,Cuir | Nappa,Similicuir | Chauffant | Multi-fonctions,Ouvrant | Panoramique,Éléctrique | EPB,Power | Pure | Hybride,200 km,,2.52 heures,33 minutes
Mahindra,Mahindra KUV 100,Mahindra KUV 100,,Disponible,SUV,3 ans,5,5,3,Essence,5 CV,82 CH,Manuelle,5,Traction,5.4 L/100 km,Radar de recul,En aluminium | 15'',Tactile | 7 pouces,Tissu,,,,,,,,
Mahindra,Mahindra XUV 3XO,1.2 L  Turbo MX3,56 800 DT,Disponible,SUV,5 ans ou 150000 km,5,5,3,Essence,6 CV,110 CH,Manuelle,6,Traction,5.9 L/100 km,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 10.25 pouces,Tissu,Multi-fonctions,Ouvrant,,Normal | Confort | Sport,,,,
Mahindra,Mahindra XUV 3XO,1.2 L  Turbo AX5,60 800 DT,Disponible,SUV,5 ans ou 150000 km,5,5,3,Essence,6 CV,110 CH,Manuelle,6,Traction,5.9 L/100 km,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 10.25 pouces,Tissu,Cuir | Multi-fonctions,Ouvrant,,Normal | Confort | Sport,,,,
Mahindra,Mahindra XUV 3XO,1.2 L  Turbo AX5 BVA,65 800 DT,Disponible,SUV,5 ans ou 150000 km,5,5,3,Essence,6 CV,110 CH,Automatique,6,Traction,5.9 L/100 km,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 10.25 pouces,Tissu,Cuir | Multi-fonctions,Ouvrant,,Normal | Confort | Sport,,,,
Mahindra,Mahindra XUV 3XO,1.2 L  Turbo AX7 Luxury BVA,73 800 DT,Disponible,SUV,5 ans ou 150000 km,5,5,3,Essence,6 CV,110 CH,Automatique,6,Traction,5.9 L/100 km,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 17'',Tactile | 10.25 pouces,Similicuir,Cuir | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Normal | Confort | Sport,,,,
Mahindra,Mahindra XUV 300,1.2 L W8,59 500 DT,Disponible,SUV,3 ans,5,5,3,Essence,6 CV,110 CH,Manuelle,6,Traction,5.9 L/100 km,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 7 pouces,Tissu,Cuir | Multi-fonctions | Sport,,,Normal | Confort | Sport,,,,
Mahindra,Mahindra XUV 300,1.2 L W8.0,64 500 DT,Disponible,SUV,3 ans,5,5,3,Essence,6 CV,110 CH,Manuelle,6,Traction,5.9 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 16'',Tactile | 7 pouces,Cuir,Cuir | Multi-fonctions | Sport,Ouvrant,,Normal | Confort | Sport,,,,
Mahindra,Mahindra Pick-up SC,Mahindra Pick-up SC,,Disponible,Pick up,5 ans ou 100000 km,2,2,4,Diesel,7 CV,140 CH,Manuelle,6,Intégrale,7.9 L/100 km,,16'',,Tissu,,,,,,,,
Mahindra,Mahindra Pick-up DC,2.2 l Diesel 4x2,69 900 DT,Disponible,Pick up,5 ans,5,4,4,Diesel,7 CV,140 CH,Manuelle,6,Propulsion,8.8 L/100 km,,En aluminium | 16'',,Tissu,,,,,,,,
Mahindra,Mahindra Pick-up DC,2.2 l Diesel 4x4,76 900 DT,Disponible,Pick up,5 ans,5,4,4,Diesel,7 CV,140 CH,Manuelle,6,Intégrale,8.8 L/100 km,,16'' | Enjoliveurs,,Tissu,,,,,,,,
Mercedes-Benz,Mercedes-Benz Classe A,200 Progressive,154 000 DT,Disponible,Compacte,2 ans,5,5,4,Essence,9 CV,163 CH,Automatique,7,Traction,6 L/100 km,Radar de recul | Radar avant | Caméra de recul | Parktronic,En aluminium | 17'',Tactile | 10.25 pouces,Similicuir/Tissu,Cuir | Multi-fonctions | 4 branches | Avec palettes,,Éléctrique,Confort | Sport | Eco | Individual,,,,
Mercedes-Benz,Mercedes-Benz Classe A,200 Premium,167 000 DT,Disponible,Compacte,2 ans,5,5,4,Essence,9 CV,163 CH,Automatique,7,Traction,6 L/100 km,Radar de recul | Radar avant | Caméra de recul | Parktronic,En aluminium | 17'',Tactile | 10.25 pouces,Similicuir Artico,Cuir | Multi-fonctions | 4 branches | Avec palettes,,Éléctrique,Confort | Sport | Eco | Individual,,,,
Mercedes-Benz,Mercedes-Benz Classe A,200 AMG,179 000 DT,Disponible,Compacte,2 ans,5,5,4,Essence,9 CV,163 CH,Automatique,7,Traction,6 L/100 km,Radar de recul | Radar avant | Caméra de recul | Parktronic,En aluminium | 18'',Tactile | 10.25 pouces,Similicuir Artico/Microfibre,Cuir | Multi-fonctions | Sport | à méplat | Avec palettes | 6 branches,,Éléctrique,Confort | Sport | Eco | Individual,,,,
Mercedes-Benz,Mercedes-Benz Classe A Berline,200 Premium,167 000 DT,Disponible,Berline,2 ans,5,5,4,Essence,9 CV,163 CH,Automatique,7,Traction,6 L/100 km,Radar de recul | Radar avant | Caméra de recul | Parktronic,En aluminium | 17'',Tactile | 10.25 pouces,Similicuir Artico,Cuir | Multi-fonctions | 4 branches | Avec palettes,,Éléctrique,Confort | Sport | Eco | Individual,,,,
Mercedes-Benz,Mercedes-Benz Classe A Berline,200 AMG,180 000 DT,Disponible,Berline,2 ans,5,5,4,Essence,9 CV,163 CH,Automatique,7,Traction,6 L/100 km,Radar de recul | Radar avant | Caméra de recul | Parktronic,En aluminium | 18'',Tactile | 10.25 pouces,Similicuir Artico/Microfibre,Cuir | Multi-fonctions | Sport | à méplat | Avec palettes | 6 branches,,Éléctrique,Confort | Sport | Eco | Individual,,,,
Mercedes-Benz,Mercedes-Benz CLA,200 Progressive,186 900 DT,Disponible,Berline,2 ans,5,4,4,Essence,9 CV,163 CH,Automatique,7,Traction,7 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 18'',Tactile | 10.25 pouces,Similicuir Artico,Cuir | Multi-fonctions | Avec palettes,,Éléctrique,,,,,
Mercedes-Benz,Mercedes-Benz CLA,200 AMG,204 900 DT,Disponible,Berline,2 ans,5,4,4,Essence,9 CV,163 CH,Automatique,7,Traction,7 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 18'',Tactile | 10.25 pouces,Similicuir Artico/Microfibre,Cuir | Multi-fonctions | Avec palettes,Ouvrant | Panoramique,Éléctrique,,,,,
Mercedes-Benz,Mercedes-Benz Classe C,180 Avantgarde,209 900 DT,Disponible,Berline,2 ans,5,4,4,Essence | Hybride léger,9 CV,170 CH,Automatique,9,Propulsion,6.2 L/100 km,Radar de recul | Radar avant | Caméra de recul | Parkassist,En aluminium | 17'',11.9 pouces | Vertical | Tactile avec retour haptique,Similicuir/Tissu,Cuir | Multi-fonctions,,Éléctrique,Confort | Sport | Eco | Sport Plus,,,,
Mercedes-Benz,Mercedes-Benz Classe C,180 Premium,239 900 DT,Disponible,Berline,2 ans,5,4,4,Essence | Hybride léger,9 CV,170 CH,Automatique,9,Propulsion,6.2 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 17'',11.9 pouces | Vertical | Tactile avec retour haptique,Similicuir,Cuir | Multi-fonctions | Avec palettes,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco | Sport Plus,,,,
Mercedes-Benz,Mercedes-Benz Classe C,180 AMG,241 900 DT,Disponible,Berline,2 ans,5,4,4,Essence | Hybride léger,9 CV,170 CH,Automatique,9,Propulsion,6.2 L/100 km,Radar de recul | Radar avant | Caméra de recul | Parkassist,En aluminium | 18'',11.9 pouces | Vertical | Tactile avec retour haptique,Similicuir,Cuir Nappa | Multi-fonctions | Sport | à méplat | Avec palettes,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco | Sport Plus,,,,
Mercedes-Benz,Mercedes-Benz Classe C,180 AMG +,259 900 DT,Disponible,Berline,2 ans,5,4,4,Essence | Hybride léger,9 CV,170 CH,Automatique,9,Propulsion,6.2 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Caméra panoramique 3D,En aluminium | 19'',11.9 pouces | Vertical | Tactile avec retour haptique,Similicuir,Cuir Nappa | Multi-fonctions | Sport | à méplat | Avec palettes,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco | Sport Plus,,,,
Mercedes-Benz,Mercedes-Benz Classe C Plug-in Hybride,350e Avantgarde,239 900 DT,Disponible,Berline,2 ans,5,4,4,Essence | Hybride rechargeable,12 CV,313 CH,Automatique,9,Propulsion,1.5 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Caméra panoramique 3D,En aluminium | 17'',11.9 pouces | Vertical | Tactile avec retour haptique,Similicuir,Cuir | Multi-fonctions | Avec palettes,,Éléctrique,Confort | Sport | Eco | Sport Plus,115 km,19.3 kWh/100 km,2 heures,20 minutes
Mercedes-Benz,Mercedes-Benz Classe C Plug-in Hybride,350e Premium,259 900 DT,Disponible,Berline,2 ans,5,4,4,Essence | Hybride rechargeable,12 CV,313 CH,Automatique,9,Propulsion,1.5 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Caméra panoramique 3D,En aluminium | 17'',11.9 pouces | Vertical | Tactile avec retour haptique,Similicuir,Cuir Nappa | Multi-fonctions | Sport | à méplat | Avec palettes,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco | Sport Plus,115 km,19.3 kWh/100 km,2 heures,20 minutes
Mercedes-Benz,Mercedes-Benz Classe C Plug-in Hybride,350e AMG,262 900 DT,Disponible,Berline,2 ans,5,4,4,Essence | Hybride rechargeable,12 CV,313 CH,Automatique,9,Propulsion,1.5 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Caméra panoramique 3D,En aluminium | 18'',11.9 pouces | Vertical | Tactile avec retour haptique,Similicuir,Cuir Nappa | Multi-fonctions | Sport | à méplat | Avec palettes,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco | Sport Plus,115 km,19.3 kWh/100 km,2 heures,20 minutes
Mercedes-Benz,Mercedes-Benz Classe C Plug-in Hybride,350e AMG +,270 900 DT,Disponible,Berline,2 ans,5,4,4,Essence | Hybride rechargeable,12 CV,313 CH,Automatique,9,Propulsion,1.5 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Caméra panoramique 3D,En aluminium | 18'',11.9 pouces | Vertical | Tactile avec retour haptique,Similicuir,Cuir Nappa | Multi-fonctions | Sport | à méplat | Avec palettes,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco | Sport Plus,115 km,19.3 kWh/100 km,2 heures,20 minutes
Mercedes-Benz,Mercedes-Benz CLE Coupé,Mercedes-Benz CLE Coupé,,Disponible,Coupé,2 ans,4,2,4,Essence | Hybride léger,12 CV,204 CH,Automatique,9,Propulsion,8 L/100 km,Radar de recul | Radar avant | Caméra de recul | Parkassist,En aluminium | 19'',11.9 pouces | Vertical | Tactile avec retour haptique,Similicuir,Cuir Nappa | Multi-fonctions | Sport | à méplat | Avec palettes,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco | Sport Plus,,,,
Mercedes-Benz,Mercedes-Benz Classe E,200 Avantgarde,309 900 DT,Disponible,Berline,2 ans,5,4,4,Essence | Hybride léger,12 CV,204 CH,Automatique,9,Propulsion,8 L/100 km,Radar de recul | Radar avant | Parkassist | Caméra panoramique 3D,En aluminium | 18'',Tactile | 14.4,Similicuir,Cuir | Multi-fonctions,,Éléctrique,Confort | Sport | Eco | Sport Plus,,,,
